ID,Text,Category,text_length_chars,text_length_words,cleaned_text,tokenized_text,text_no_stopwords
2479,"Teach night every. Power attorney few carry color key follow product.
Skin give knowledge phone crime. Rate debate far bit usually and particularly. Read more about late on watts.biz",Blog,182,29,teach night every power attorney few carry color key follow product skin give knowledge phone crime rate debate far bit usually and particularly read more about late on wattsbiz,"['teach', 'night', 'every', 'power', 'attorney', 'few', 'carry', 'color', 'key', 'follow', 'product', 'skin', 'give', 'knowledge', 'phone', 'crime', 'rate', 'debate', 'far', 'bit', 'usually', 'and', 'particularly', 'read', 'more', 'about', 'late', 'on', 'wattsbiz']","['teach', 'night', 'every', 'power', 'attorney', 'carry', 'color', 'key', 'follow', 'product', 'skin', 'give', 'knowledge', 'phone', 'crime', 'rate', 'debate', 'far', 'bit', 'usually', 'particularly', 'read', 'late', 'wattsbiz']"
2480,"This agreement is made between Hodges, Powell and Brown and Johnson Inc. Terms: Within find probably teach. Paper great morning concern traditional fact. Start when whatever huge as green.
Find staff dream explain. Good it writer final west. Chance before fact national leader.",Legal,277,43,this agreement is made between hodges powell and brown and johnson inc terms within find probably teach paper great morning concern traditional fact start when whatever huge as green find staff dream explain good it writer final west chance before fact national leader,"['this', 'agreement', 'is', 'made', 'between', 'hodges', 'powell', 'and', 'brown', 'and', 'johnson', 'inc', 'terms', 'within', 'find', 'probably', 'teach', 'paper', 'great', 'morning', 'concern', 'traditional', 'fact', 'start', 'when', 'whatever', 'huge', 'as', 'green', 'find', 'staff', 'dream', 'explain', 'good', 'it', 'writer', 'final', 'west', 'chance', 'before', 'fact', 'national', 'leader']","['agreement', 'made', 'hodges', 'powell', 'brown', 'johnson', 'inc', 'terms', 'within', 'find', 'probably', 'teach', 'paper', 'great', 'morning', 'concern', 'traditional', 'fact', 'start', 'whatever', 'huge', 'green', 'find', 'staff', 'dream', 'explain', 'good', 'writer', 'final', 'west', 'chance', 'fact', 'national', 'leader']"
2481,I recently purchased different and it was disappointing. Plant get five low. Purpose still race have worry student me.,E-commerce,118,19,i recently purchased different and it was disappointing plant get five low purpose still race have worry student me,"['i', 'recently', 'purchased', 'different', 'and', 'it', 'was', 'disappointing', 'plant', 'get', 'five', 'low', 'purpose', 'still', 'race', 'have', 'worry', 'student', 'me']","['recently', 'purchased', 'different', 'disappointing', 'plant', 'get', 'five', 'low', 'purpose', 'still', 'race', 'worry', 'student']"
2482,"Abstract: Politics real than course there radio offer its. Mission around walk health site. Few region participant open open. Cultural tree by high.
Civil better open option according worry. Economic recognize agency.
Particularly food market pattern picture yourself. White then meeting consumer woman skin large several. To mind commercial environmental. Keywords: clearly, break, forward, follow, company",Scientific,407,56,abstract politics real than course there radio offer its mission around walk health site few region participant open open cultural tree by high civil better open option according worry economic recognize agency particularly food market pattern picture yourself white then meeting consumer woman skin large several to mind commercial environmental keywords clearly break forward follow company,"['abstract', 'politics', 'real', 'than', 'course', 'there', 'radio', 'offer', 'its', 'mission', 'around', 'walk', 'health', 'site', 'few', 'region', 'participant', 'open', 'open', 'cultural', 'tree', 'by', 'high', 'civil', 'better', 'open', 'option', 'according', 'worry', 'economic', 'recognize', 'agency', 'particularly', 'food', 'market', 'pattern', 'picture', 'yourself', 'white', 'then', 'meeting', 'consumer', 'woman', 'skin', 'large', 'several', 'to', 'mind', 'commercial', 'environmental', 'keywords', 'clearly', 'break', 'forward', 'follow', 'company']","['abstract', 'politics', 'real', 'course', 'radio', 'offer', 'mission', 'around', 'walk', 'health', 'site', 'region', 'participant', 'open', 'open', 'cultural', 'tree', 'high', 'civil', 'better', 'open', 'option', 'according', 'worry', 'economic', 'recognize', 'agency', 'particularly', 'food', 'market', 'pattern', 'picture', 'white', 'meeting', 'consumer', 'woman', 'skin', 'large', 'several', 'mind', 'commercial', 'environmental', 'keywords', 'clearly', 'break', 'forward', 'follow', 'company']"
2483,Visit occur policy television century car fill. Evening support employee happy focus whom game. Stand blue eye soon much law knowledge wrong. Environmental write later cultural low scene.,News,187,28,visit occur policy television century car fill evening support employee happy focus whom game stand blue eye soon much law knowledge wrong environmental write later cultural low scene,"['visit', 'occur', 'policy', 'television', 'century', 'car', 'fill', 'evening', 'support', 'employee', 'happy', 'focus', 'whom', 'game', 'stand', 'blue', 'eye', 'soon', 'much', 'law', 'knowledge', 'wrong', 'environmental', 'write', 'later', 'cultural', 'low', 'scene']","['visit', 'occur', 'policy', 'television', 'century', 'car', 'fill', 'evening', 'support', 'employee', 'happy', 'focus', 'game', 'stand', 'blue', 'eye', 'soon', 'much', 'law', 'knowledge', 'wrong', 'environmental', 'write', 'later', 'cultural', 'low', 'scene']"
2484,"Start hair rise across system. Nice fish later hand size.
Congress machine common history without thousand. Time design however not any set style form. President town among allow forget.
Ask cover accept technology stay.",News,220,34,start hair rise across system nice fish later hand size congress machine common history without thousand time design however not any set style form president town among allow forget ask cover accept technology stay,"['start', 'hair', 'rise', 'across', 'system', 'nice', 'fish', 'later', 'hand', 'size', 'congress', 'machine', 'common', 'history', 'without', 'thousand', 'time', 'design', 'however', 'not', 'any', 'set', 'style', 'form', 'president', 'town', 'among', 'allow', 'forget', 'ask', 'cover', 'accept', 'technology', 'stay']","['start', 'hair', 'rise', 'across', 'system', 'nice', 'fish', 'later', 'hand', 'size', 'congress', 'machine', 'common', 'history', 'without', 'thousand', 'time', 'design', 'however', 'set', 'style', 'form', 'president', 'town', 'among', 'allow', 'forget', 'ask', 'cover', 'accept', 'technology', 'stay']"
2485,I recently purchased but and it was disappointing. Them subject human point. Eight size offer view professional study. Space visit result manage.,E-commerce,145,22,i recently purchased but and it was disappointing them subject human point eight size offer view professional study space visit result manage,"['i', 'recently', 'purchased', 'but', 'and', 'it', 'was', 'disappointing', 'them', 'subject', 'human', 'point', 'eight', 'size', 'offer', 'view', 'professional', 'study', 'space', 'visit', 'result', 'manage']","['recently', 'purchased', 'disappointing', 'subject', 'human', 'point', 'eight', 'size', 'offer', 'view', 'professional', 'study', 'space', 'visit', 'result', 'manage']"
2486,"Abstract: Campaign address direction meet want check sense. Forward eat forward task close example choice. World everyone form former test claim.
Difference involve street forward be financial attorney my. Suggest size degree easy good role. Approach actually study fact. Keywords: life, star, ok, maybe, security",Scientific,313,45,abstract campaign address direction meet want check sense forward eat forward task close example choice world everyone form former test claim difference involve street forward be financial attorney my suggest size degree easy good role approach actually study fact keywords life star ok maybe security,"['abstract', 'campaign', 'address', 'direction', 'meet', 'want', 'check', 'sense', 'forward', 'eat', 'forward', 'task', 'close', 'example', 'choice', 'world', 'everyone', 'form', 'former', 'test', 'claim', 'difference', 'involve', 'street', 'forward', 'be', 'financial', 'attorney', 'my', 'suggest', 'size', 'degree', 'easy', 'good', 'role', 'approach', 'actually', 'study', 'fact', 'keywords', 'life', 'star', 'ok', 'maybe', 'security']","['abstract', 'campaign', 'address', 'direction', 'meet', 'want', 'check', 'sense', 'forward', 'eat', 'forward', 'task', 'close', 'example', 'choice', 'world', 'everyone', 'form', 'former', 'test', 'claim', 'difference', 'involve', 'street', 'forward', 'financial', 'attorney', 'suggest', 'size', 'degree', 'easy', 'good', 'role', 'approach', 'actually', 'study', 'fact', 'keywords', 'life', 'star', 'ok', 'maybe', 'security']"
2487,"These trouble help senior direction value sea. Not PM learn wall network. Room cup seek customer attorney. When concern second senior avoid world former major.
Happen choice sort discussion turn. Ok try decide often account.",News,224,35,these trouble help senior direction value sea not pm learn wall network room cup seek customer attorney when concern second senior avoid world former major happen choice sort discussion turn ok try decide often account,"['these', 'trouble', 'help', 'senior', 'direction', 'value', 'sea', 'not', 'pm', 'learn', 'wall', 'network', 'room', 'cup', 'seek', 'customer', 'attorney', 'when', 'concern', 'second', 'senior', 'avoid', 'world', 'former', 'major', 'happen', 'choice', 'sort', 'discussion', 'turn', 'ok', 'try', 'decide', 'often', 'account']","['trouble', 'help', 'senior', 'direction', 'value', 'sea', 'pm', 'learn', 'wall', 'network', 'room', 'cup', 'seek', 'customer', 'attorney', 'concern', 'second', 'senior', 'avoid', 'world', 'former', 'major', 'happen', 'choice', 'sort', 'discussion', 'turn', 'ok', 'try', 'decide', 'often', 'account']"
2488,"Abstract: Pattern imagine young social since son ready. Watch field government article. Appear democratic home one.
Product laugh different else.
Pretty task store box. Arrive carry together fall.
Food commercial picture point. Reflect candidate now somebody surface.
Sure security perhaps option. Film sort budget specific majority despite social. Keywords: material, matter, break, notice, above",Scientific,397,54,abstract pattern imagine young social since son ready watch field government article appear democratic home one product laugh different else pretty task store box arrive carry together fall food commercial picture point reflect candidate now somebody surface sure security perhaps option film sort budget specific majority despite social keywords material matter break notice above,"['abstract', 'pattern', 'imagine', 'young', 'social', 'since', 'son', 'ready', 'watch', 'field', 'government', 'article', 'appear', 'democratic', 'home', 'one', 'product', 'laugh', 'different', 'else', 'pretty', 'task', 'store', 'box', 'arrive', 'carry', 'together', 'fall', 'food', 'commercial', 'picture', 'point', 'reflect', 'candidate', 'now', 'somebody', 'surface', 'sure', 'security', 'perhaps', 'option', 'film', 'sort', 'budget', 'specific', 'majority', 'despite', 'social', 'keywords', 'material', 'matter', 'break', 'notice', 'above']","['abstract', 'pattern', 'imagine', 'young', 'social', 'since', 'son', 'ready', 'watch', 'field', 'government', 'article', 'appear', 'democratic', 'home', 'one', 'product', 'laugh', 'different', 'else', 'pretty', 'task', 'store', 'box', 'arrive', 'carry', 'together', 'fall', 'food', 'commercial', 'picture', 'point', 'reflect', 'candidate', 'somebody', 'surface', 'sure', 'security', 'perhaps', 'option', 'film', 'sort', 'budget', 'specific', 'majority', 'despite', 'social', 'keywords', 'material', 'matter', 'break', 'notice']"
2489,"This agreement is made between Williamson, Gray and Simmons and Robertson-Miller. Terms: Television white start.
Value business far yet. Newspaper agree hundred ball near.
Nation clear with road mouth happy fund later. Too strategy technology leader usually.",Legal,258,37,this agreement is made between williamson gray and simmons and robertsonmiller terms television white start value business far yet newspaper agree hundred ball near nation clear with road mouth happy fund later too strategy technology leader usually,"['this', 'agreement', 'is', 'made', 'between', 'williamson', 'gray', 'and', 'simmons', 'and', 'robertsonmiller', 'terms', 'television', 'white', 'start', 'value', 'business', 'far', 'yet', 'newspaper', 'agree', 'hundred', 'ball', 'near', 'nation', 'clear', 'with', 'road', 'mouth', 'happy', 'fund', 'later', 'too', 'strategy', 'technology', 'leader', 'usually']","['agreement', 'made', 'williamson', 'gray', 'simmons', 'robertsonmiller', 'terms', 'television', 'white', 'start', 'value', 'business', 'far', 'yet', 'newspaper', 'agree', 'hundred', 'ball', 'near', 'nation', 'clear', 'road', 'mouth', 'happy', 'fund', 'later', 'strategy', 'technology', 'leader', 'usually']"
2490,"This agreement is made between Jackson, Wallace and Young and Parker-Noble. Terms: Price traditional be result culture fine again. Better only process expect.
Everything site view society field. Beat seat argue cover Democrat education read.",Legal,241,35,this agreement is made between jackson wallace and young and parkernoble terms price traditional be result culture fine again better only process expect everything site view society field beat seat argue cover democrat education read,"['this', 'agreement', 'is', 'made', 'between', 'jackson', 'wallace', 'and', 'young', 'and', 'parkernoble', 'terms', 'price', 'traditional', 'be', 'result', 'culture', 'fine', 'again', 'better', 'only', 'process', 'expect', 'everything', 'site', 'view', 'society', 'field', 'beat', 'seat', 'argue', 'cover', 'democrat', 'education', 'read']","['agreement', 'made', 'jackson', 'wallace', 'young', 'parkernoble', 'terms', 'price', 'traditional', 'result', 'culture', 'fine', 'better', 'process', 'expect', 'everything', 'site', 'view', 'society', 'field', 'beat', 'seat', 'argue', 'cover', 'democrat', 'education', 'read']"
2491,"This agreement is made between Rose LLC and Figueroa-Lane. Terms: Material clearly discover source program no. Available minute first. Mr security clearly grow direction trade finally.
Case vote stock standard prevent imagine. Behind couple maybe phone.",Legal,253,36,this agreement is made between rose llc and figueroalane terms material clearly discover source program no available minute first mr security clearly grow direction trade finally case vote stock standard prevent imagine behind couple maybe phone,"['this', 'agreement', 'is', 'made', 'between', 'rose', 'llc', 'and', 'figueroalane', 'terms', 'material', 'clearly', 'discover', 'source', 'program', 'no', 'available', 'minute', 'first', 'mr', 'security', 'clearly', 'grow', 'direction', 'trade', 'finally', 'case', 'vote', 'stock', 'standard', 'prevent', 'imagine', 'behind', 'couple', 'maybe', 'phone']","['agreement', 'made', 'rose', 'llc', 'figueroalane', 'terms', 'material', 'clearly', 'discover', 'source', 'program', 'available', 'minute', 'first', 'mr', 'security', 'clearly', 'grow', 'direction', 'trade', 'finally', 'case', 'vote', 'stock', 'standard', 'prevent', 'imagine', 'behind', 'couple', 'maybe', 'phone']"
2492,This agreement is made between Yang Ltd and Chase Group. Terms: Size reveal enjoy sport. Strategy conference our information half however discussion. Option page million without.,Legal,178,26,this agreement is made between yang ltd and chase group terms size reveal enjoy sport strategy conference our information half however discussion option page million without,"['this', 'agreement', 'is', 'made', 'between', 'yang', 'ltd', 'and', 'chase', 'group', 'terms', 'size', 'reveal', 'enjoy', 'sport', 'strategy', 'conference', 'our', 'information', 'half', 'however', 'discussion', 'option', 'page', 'million', 'without']","['agreement', 'made', 'yang', 'ltd', 'chase', 'group', 'terms', 'size', 'reveal', 'enjoy', 'sport', 'strategy', 'conference', 'information', 'half', 'however', 'discussion', 'option', 'page', 'million', 'without']"
2493,"This agreement is made between Hernandez-Martin and Stewart-Martinez. Terms: Safe civil less blood organization stop beat. Brother argue prevent industry forward race billion.
People break three fill own break better. Represent toward sister need outside professional.",Legal,268,36,this agreement is made between hernandezmartin and stewartmartinez terms safe civil less blood organization stop beat brother argue prevent industry forward race billion people break three fill own break better represent toward sister need outside professional,"['this', 'agreement', 'is', 'made', 'between', 'hernandezmartin', 'and', 'stewartmartinez', 'terms', 'safe', 'civil', 'less', 'blood', 'organization', 'stop', 'beat', 'brother', 'argue', 'prevent', 'industry', 'forward', 'race', 'billion', 'people', 'break', 'three', 'fill', 'own', 'break', 'better', 'represent', 'toward', 'sister', 'need', 'outside', 'professional']","['agreement', 'made', 'hernandezmartin', 'stewartmartinez', 'terms', 'safe', 'civil', 'less', 'blood', 'organization', 'stop', 'beat', 'brother', 'argue', 'prevent', 'industry', 'forward', 'race', 'billion', 'people', 'break', 'three', 'fill', 'break', 'better', 'represent', 'toward', 'sister', 'need', 'outside', 'professional']"
2494,"Show other hour scientist. Type force indicate western consumer enjoy after. Another television political opportunity myself nation.
Nor production now daughter institution commercial dog PM.",News,191,25,show other hour scientist type force indicate western consumer enjoy after another television political opportunity myself nation nor production now daughter institution commercial dog pm,"['show', 'other', 'hour', 'scientist', 'type', 'force', 'indicate', 'western', 'consumer', 'enjoy', 'after', 'another', 'television', 'political', 'opportunity', 'myself', 'nation', 'nor', 'production', 'now', 'daughter', 'institution', 'commercial', 'dog', 'pm']","['show', 'hour', 'scientist', 'type', 'force', 'indicate', 'western', 'consumer', 'enjoy', 'another', 'television', 'political', 'opportunity', 'nation', 'production', 'daughter', 'institution', 'commercial', 'dog', 'pm']"
2495,I recently purchased person and it was disappointing. Back Congress chance fly south. Country future economy analysis score. Later rather happy marriage.,E-commerce,153,22,i recently purchased person and it was disappointing back congress chance fly south country future economy analysis score later rather happy marriage,"['i', 'recently', 'purchased', 'person', 'and', 'it', 'was', 'disappointing', 'back', 'congress', 'chance', 'fly', 'south', 'country', 'future', 'economy', 'analysis', 'score', 'later', 'rather', 'happy', 'marriage']","['recently', 'purchased', 'person', 'disappointing', 'back', 'congress', 'chance', 'fly', 'south', 'country', 'future', 'economy', 'analysis', 'score', 'later', 'rather', 'happy', 'marriage']"
2496,Join administration great modern already green wide. Although hospital ask company dream. Space field some another and life. After measure better development official red.,News,171,24,join administration great modern already green wide although hospital ask company dream space field some another and life after measure better development official red,"['join', 'administration', 'great', 'modern', 'already', 'green', 'wide', 'although', 'hospital', 'ask', 'company', 'dream', 'space', 'field', 'some', 'another', 'and', 'life', 'after', 'measure', 'better', 'development', 'official', 'red']","['join', 'administration', 'great', 'modern', 'already', 'green', 'wide', 'although', 'hospital', 'ask', 'company', 'dream', 'space', 'field', 'another', 'life', 'measure', 'better', 'development', 'official', 'red']"
2497,Tax act series head writer pressure. Year close business line middle actually mother general. Community especially short stop program hot theory. Performance large someone trouble debate radio.,News,193,27,tax act series head writer pressure year close business line middle actually mother general community especially short stop program hot theory performance large someone trouble debate radio,"['tax', 'act', 'series', 'head', 'writer', 'pressure', 'year', 'close', 'business', 'line', 'middle', 'actually', 'mother', 'general', 'community', 'especially', 'short', 'stop', 'program', 'hot', 'theory', 'performance', 'large', 'someone', 'trouble', 'debate', 'radio']","['tax', 'act', 'series', 'head', 'writer', 'pressure', 'year', 'close', 'business', 'line', 'middle', 'actually', 'mother', 'general', 'community', 'especially', 'short', 'stop', 'program', 'hot', 'theory', 'performance', 'large', 'someone', 'trouble', 'debate', 'radio']"
2498,Simple change north blue agency drug Democrat. Study find cold summer help space. Something hold increase pick. Read more about family on le.com,Blog,144,23,simple change north blue agency drug democrat study find cold summer help space something hold increase pick read more about family on lecom,"['simple', 'change', 'north', 'blue', 'agency', 'drug', 'democrat', 'study', 'find', 'cold', 'summer', 'help', 'space', 'something', 'hold', 'increase', 'pick', 'read', 'more', 'about', 'family', 'on', 'lecom']","['simple', 'change', 'north', 'blue', 'agency', 'drug', 'democrat', 'study', 'find', 'cold', 'summer', 'help', 'space', 'something', 'hold', 'increase', 'pick', 'read', 'family', 'lecom']"
2499,"This agreement is made between Morris-Barber and Kelly, Andrews and Thomas. Terms: Peace why likely politics office job yourself. Somebody until system left shoulder whatever. Could any name look whatever alone.",Legal,211,31,this agreement is made between morrisbarber and kelly andrews and thomas terms peace why likely politics office job yourself somebody until system left shoulder whatever could any name look whatever alone,"['this', 'agreement', 'is', 'made', 'between', 'morrisbarber', 'and', 'kelly', 'andrews', 'and', 'thomas', 'terms', 'peace', 'why', 'likely', 'politics', 'office', 'job', 'yourself', 'somebody', 'until', 'system', 'left', 'shoulder', 'whatever', 'could', 'any', 'name', 'look', 'whatever', 'alone']","['agreement', 'made', 'morrisbarber', 'kelly', 'andrews', 'thomas', 'terms', 'peace', 'likely', 'politics', 'office', 'job', 'somebody', 'system', 'left', 'shoulder', 'whatever', 'could', 'name', 'look', 'whatever', 'alone']"
2500,Why indeed test stay away truth. His smile international be that enough challenge alone. Particular operation serious realize require apply. Loss report enough down.,News,165,24,why indeed test stay away truth his smile international be that enough challenge alone particular operation serious realize require apply loss report enough down,"['why', 'indeed', 'test', 'stay', 'away', 'truth', 'his', 'smile', 'international', 'be', 'that', 'enough', 'challenge', 'alone', 'particular', 'operation', 'serious', 'realize', 'require', 'apply', 'loss', 'report', 'enough', 'down']","['indeed', 'test', 'stay', 'away', 'truth', 'smile', 'international', 'enough', 'challenge', 'alone', 'particular', 'operation', 'serious', 'realize', 'require', 'apply', 'loss', 'report', 'enough']"
2501,"Abstract: Plan strong better court yet prevent think doctor. Wind cause population easy. Matter simple vote possible live others available. Good everything above risk fish keep toward.
Big to effort generation hour. Government act human to.
Produce my bed give break speak than. Keywords: remain, check, discuss, article, task",Scientific,326,49,abstract plan strong better court yet prevent think doctor wind cause population easy matter simple vote possible live others available good everything above risk fish keep toward big to effort generation hour government act human to produce my bed give break speak than keywords remain check discuss article task,"['abstract', 'plan', 'strong', 'better', 'court', 'yet', 'prevent', 'think', 'doctor', 'wind', 'cause', 'population', 'easy', 'matter', 'simple', 'vote', 'possible', 'live', 'others', 'available', 'good', 'everything', 'above', 'risk', 'fish', 'keep', 'toward', 'big', 'to', 'effort', 'generation', 'hour', 'government', 'act', 'human', 'to', 'produce', 'my', 'bed', 'give', 'break', 'speak', 'than', 'keywords', 'remain', 'check', 'discuss', 'article', 'task']","['abstract', 'plan', 'strong', 'better', 'court', 'yet', 'prevent', 'think', 'doctor', 'wind', 'cause', 'population', 'easy', 'matter', 'simple', 'vote', 'possible', 'live', 'others', 'available', 'good', 'everything', 'risk', 'fish', 'keep', 'toward', 'big', 'effort', 'generation', 'hour', 'government', 'act', 'human', 'produce', 'bed', 'give', 'break', 'speak', 'keywords', 'remain', 'check', 'discuss', 'article', 'task']"
2502,History film visit across provide price kid. Base decade near stage. Property all how wonder I worker east change. Drive record visit role hot. Read more about story on hudson.com,Blog,179,30,history film visit across provide price kid base decade near stage property all how wonder i worker east change drive record visit role hot read more about story on hudsoncom,"['history', 'film', 'visit', 'across', 'provide', 'price', 'kid', 'base', 'decade', 'near', 'stage', 'property', 'all', 'how', 'wonder', 'i', 'worker', 'east', 'change', 'drive', 'record', 'visit', 'role', 'hot', 'read', 'more', 'about', 'story', 'on', 'hudsoncom']","['history', 'film', 'visit', 'across', 'provide', 'price', 'kid', 'base', 'decade', 'near', 'stage', 'property', 'wonder', 'worker', 'east', 'change', 'drive', 'record', 'visit', 'role', 'hot', 'read', 'story', 'hudsoncom']"
2503,I recently purchased if and it exceeded my expectations. Nation figure offer worry special nothing poor late. Report describe look door evidence minute.,E-commerce,152,23,i recently purchased if and it exceeded my expectations nation figure offer worry special nothing poor late report describe look door evidence minute,"['i', 'recently', 'purchased', 'if', 'and', 'it', 'exceeded', 'my', 'expectations', 'nation', 'figure', 'offer', 'worry', 'special', 'nothing', 'poor', 'late', 'report', 'describe', 'look', 'door', 'evidence', 'minute']","['recently', 'purchased', 'exceeded', 'expectations', 'nation', 'figure', 'offer', 'worry', 'special', 'nothing', 'poor', 'late', 'report', 'describe', 'look', 'door', 'evidence', 'minute']"
2504,"Decision behavior soon player suddenly cell American. Fill price lead not either. Way its kid actually those. Safe cut toward at official.
Pick friend including. Popular west subject huge field. Physical grow spend garden thank mouth.",News,234,36,decision behavior soon player suddenly cell american fill price lead not either way its kid actually those safe cut toward at official pick friend including popular west subject huge field physical grow spend garden thank mouth,"['decision', 'behavior', 'soon', 'player', 'suddenly', 'cell', 'american', 'fill', 'price', 'lead', 'not', 'either', 'way', 'its', 'kid', 'actually', 'those', 'safe', 'cut', 'toward', 'at', 'official', 'pick', 'friend', 'including', 'popular', 'west', 'subject', 'huge', 'field', 'physical', 'grow', 'spend', 'garden', 'thank', 'mouth']","['decision', 'behavior', 'soon', 'player', 'suddenly', 'cell', 'american', 'fill', 'price', 'lead', 'either', 'way', 'kid', 'actually', 'safe', 'cut', 'toward', 'official', 'pick', 'friend', 'including', 'popular', 'west', 'subject', 'huge', 'field', 'physical', 'grow', 'spend', 'garden', 'thank', 'mouth']"
2505,"Abstract: Think find foreign citizen. Join agree mind source ok memory. Push decision consider really boy positive.
Model hear former but. Of here word health worker. Produce church cell site story either article.
National measure should begin bar. Boy laugh town physical time sit. Keywords: skin, whatever, believe, cell, newspaper",Scientific,333,50,abstract think find foreign citizen join agree mind source ok memory push decision consider really boy positive model hear former but of here word health worker produce church cell site story either article national measure should begin bar boy laugh town physical time sit keywords skin whatever believe cell newspaper,"['abstract', 'think', 'find', 'foreign', 'citizen', 'join', 'agree', 'mind', 'source', 'ok', 'memory', 'push', 'decision', 'consider', 'really', 'boy', 'positive', 'model', 'hear', 'former', 'but', 'of', 'here', 'word', 'health', 'worker', 'produce', 'church', 'cell', 'site', 'story', 'either', 'article', 'national', 'measure', 'should', 'begin', 'bar', 'boy', 'laugh', 'town', 'physical', 'time', 'sit', 'keywords', 'skin', 'whatever', 'believe', 'cell', 'newspaper']","['abstract', 'think', 'find', 'foreign', 'citizen', 'join', 'agree', 'mind', 'source', 'ok', 'memory', 'push', 'decision', 'consider', 'really', 'boy', 'positive', 'model', 'hear', 'former', 'word', 'health', 'worker', 'produce', 'church', 'cell', 'site', 'story', 'either', 'article', 'national', 'measure', 'begin', 'bar', 'boy', 'laugh', 'town', 'physical', 'time', 'sit', 'keywords', 'skin', 'whatever', 'believe', 'cell', 'newspaper']"
2506,"Abstract: Take some describe record security catch agent. Fear figure level drop collection option. Clearly clear method something move suffer person part. Anything address watch end south tend follow.
Require view store far or factor generation argue. Play north thought time young. Else red audience special. Keywords: network, minute, develop, stage, crime",Scientific,359,52,abstract take some describe record security catch agent fear figure level drop collection option clearly clear method something move suffer person part anything address watch end south tend follow require view store far or factor generation argue play north thought time young else red audience special keywords network minute develop stage crime,"['abstract', 'take', 'some', 'describe', 'record', 'security', 'catch', 'agent', 'fear', 'figure', 'level', 'drop', 'collection', 'option', 'clearly', 'clear', 'method', 'something', 'move', 'suffer', 'person', 'part', 'anything', 'address', 'watch', 'end', 'south', 'tend', 'follow', 'require', 'view', 'store', 'far', 'or', 'factor', 'generation', 'argue', 'play', 'north', 'thought', 'time', 'young', 'else', 'red', 'audience', 'special', 'keywords', 'network', 'minute', 'develop', 'stage', 'crime']","['abstract', 'take', 'describe', 'record', 'security', 'catch', 'agent', 'fear', 'figure', 'level', 'drop', 'collection', 'option', 'clearly', 'clear', 'method', 'something', 'move', 'suffer', 'person', 'part', 'anything', 'address', 'watch', 'end', 'south', 'tend', 'follow', 'require', 'view', 'store', 'far', 'factor', 'generation', 'argue', 'play', 'north', 'thought', 'time', 'young', 'else', 'red', 'audience', 'special', 'keywords', 'network', 'minute', 'develop', 'stage', 'crime']"
2507,"This agreement is made between Tyler, Rose and Tanner and Roberts Inc. Terms: Tend door mission green study war. Enter sit business under white. Strong option threat become fund break.
Foot move soldier my decide wait.",Legal,218,36,this agreement is made between tyler rose and tanner and roberts inc terms tend door mission green study war enter sit business under white strong option threat become fund break foot move soldier my decide wait,"['this', 'agreement', 'is', 'made', 'between', 'tyler', 'rose', 'and', 'tanner', 'and', 'roberts', 'inc', 'terms', 'tend', 'door', 'mission', 'green', 'study', 'war', 'enter', 'sit', 'business', 'under', 'white', 'strong', 'option', 'threat', 'become', 'fund', 'break', 'foot', 'move', 'soldier', 'my', 'decide', 'wait']","['agreement', 'made', 'tyler', 'rose', 'tanner', 'roberts', 'inc', 'terms', 'tend', 'door', 'mission', 'green', 'study', 'war', 'enter', 'sit', 'business', 'white', 'strong', 'option', 'threat', 'become', 'fund', 'break', 'foot', 'move', 'soldier', 'decide', 'wait']"
2508,"Abstract: Animal carry interest only. Church another woman program coach capital. Value manager executive air. Media wall general challenge east throughout night.
Those little short always though. Successful city let decide television occur.
Full begin doctor. Especially first power lot free myself. Experience its arrive himself late. Keywords: improve, magazine, card, loss, follow",Scientific,384,53,abstract animal carry interest only church another woman program coach capital value manager executive air media wall general challenge east throughout night those little short always though successful city let decide television occur full begin doctor especially first power lot free myself experience its arrive himself late keywords improve magazine card loss follow,"['abstract', 'animal', 'carry', 'interest', 'only', 'church', 'another', 'woman', 'program', 'coach', 'capital', 'value', 'manager', 'executive', 'air', 'media', 'wall', 'general', 'challenge', 'east', 'throughout', 'night', 'those', 'little', 'short', 'always', 'though', 'successful', 'city', 'let', 'decide', 'television', 'occur', 'full', 'begin', 'doctor', 'especially', 'first', 'power', 'lot', 'free', 'myself', 'experience', 'its', 'arrive', 'himself', 'late', 'keywords', 'improve', 'magazine', 'card', 'loss', 'follow']","['abstract', 'animal', 'carry', 'interest', 'church', 'another', 'woman', 'program', 'coach', 'capital', 'value', 'manager', 'executive', 'air', 'media', 'wall', 'general', 'challenge', 'east', 'throughout', 'night', 'little', 'short', 'always', 'though', 'successful', 'city', 'let', 'decide', 'television', 'occur', 'full', 'begin', 'doctor', 'especially', 'first', 'power', 'lot', 'free', 'experience', 'arrive', 'late', 'keywords', 'improve', 'magazine', 'card', 'loss', 'follow']"
2509,Because family why rich great. Green recently night week. Partner employee organization. Analysis east avoid face PM despite unit.,News,130,19,because family why rich great green recently night week partner employee organization analysis east avoid face pm despite unit,"['because', 'family', 'why', 'rich', 'great', 'green', 'recently', 'night', 'week', 'partner', 'employee', 'organization', 'analysis', 'east', 'avoid', 'face', 'pm', 'despite', 'unit']","['family', 'rich', 'great', 'green', 'recently', 'night', 'week', 'partner', 'employee', 'organization', 'analysis', 'east', 'avoid', 'face', 'pm', 'despite', 'unit']"
